,Type,Score,prop.spp.IndicatorClass_DOC_high,prop.spp.Trophic.I,prop.spp.BCG3,prop.spp.ZHR
206SON300_8.10.11_1,int,0.775757863,1.221872048,1.004542188,0.876617214,0
207MTD117_4.22.09_1,int,1.393238494,1.949993659,0.961483083,2.661477235,0
207MTD117_5.24.10_1,int,1.464845003,1.232148672,2.661477235,0.872989769,1.092764338
207MTD117_5.6.08_1,int,1.00813612,2.01768842,0.989134515,0.466537261,0.559184285
207R00271_4.29.13_1,int,0.596063983,1.190971982,0.676528412,0.516755537,0
207SUI070_6.13.13_1,int,1.024988111,1.552222033,0.390602502,1.648930228,0.508197682
207SUL200_5.28.14_1,int,0.687645987,1.144529211,0.804357564,0.663280355,0.138416816
207WAL475_6.12.12_1,int,1.114879144,2.519383919,0.935667784,1.004464872,0
207WHC634_5.29.13_1,int,0.927519526,1.156637655,1.19459071,0.975903375,0.382946365
207WHC634_5.29.13_2,int,1.053778038,1.867714317,0.812961306,1.375779694,0.158656837
304APS_7.6.11_1,int,0.98687221,1.256190597,1.471385789,0.713509467,0.506402986
304PS0018_6.4.08_1,int,0.936076327,2.01768842,0.494567257,1.23204963,0
304PS0194_6.18.12_1,int,0.964868412,1.129502461,1.782252269,0.947718917,0
304PS0253_5.22.14_1,int,1.177976786,1.693333127,1.136298189,1.586597175,0.295678651
304PS0253_6.5.14_1,int,1.141409442,1.421990838,1.675744926,1.006512616,0.461389387
304SPC236_6.28.10_1,int,1.160146638,2.501933641,0.989134515,0.925844682,0.223673714
305CLCSBR_6.11.08_1,int,0.733201042,0.802803336,0.526188765,0.929097042,0.674715024
307PS0028_6.3.08_1,int,1.072592776,1.592022598,0.480741541,1.842322522,0.375284442
307PS0044_6.8.09_1,int,1.014370362,1.144529211,1.675744926,1.006512616,0.230694693
308BGC_5.28.14_1,int,1.32290997,2.372801582,0.415436496,1.094257404,1.409144398
308BGC_6.14.11_1,int,1.081569394,0.674354803,0.883997125,1.067643788,1.70028186
308BGC_8.11.11_1,int,1.16006196,1.379752919,0.462936299,2.436173605,0.361385018
308LIM_6.4.14_1,int,1.008113066,1.207350711,1.422802296,1.206426402,0.195872853
308LIM_6.4.14_2,int,1.162506121,2.230076675,0.607363299,1.675241002,0.137343509
308PS0204_5.21.13_1,int,0.896578089,1.11157385,1.183924722,0.784777515,0.506036268
309ANT_5.24.12_1,int,1.253253253,1.526775771,0.683020769,1.63019625,1.173020223
309CLCBVC_7.15.08_1,int,1.118896791,1.061290723,2.661477235,0.752819206,0
309LAS1MI_6.13.12_1,int,1.185420895,2.25265973,0.701158643,1.19328951,0.594575695
309LOR_5.29.12_1,int,0.591619548,0.744990985,0.470211237,0.548339142,0.60293683
309PS0040_6.3.08_1,int,0.8885613,1.268482522,0.806405166,1.479357513,0
309PS0043_6.10.09_1,int,0.867508332,1.061290723,0.90490226,1.088589896,0.415250448
309PS0043_7.8.09_1,int,1.001830007,1.671798977,0.565219723,1.45076745,0.319533877
309SAP_5.23.12_1,int,1.126635682,1.092072555,0.872365584,1.050629275,1.491475315
309SARANF_8.26.08_1,int,1.147314708,1.217429046,0.612709808,2.280816278,0.4783037
309SDCMCC_7.14.08_1,int,0.537332084,0.52024055,1.256808694,0.372279091,0
309SEC_7.2.12_1,int,1.250519447,2.295120578,0.649119525,0.956943622,1.100894061
309SED071_4.3.12_1,int,1.091392545,0.997566276,0.637497927,1.095619573,1.634886403
309SED071_5.3.12_1,int,1.123317304,1.572918327,0.499971203,1.639788047,0.780591639
309SED071_6.13.12_1,int,0.802009147,1.162239528,0.641774652,0.741388714,0.662633694
309SED071_7.24.12_1,int,1.168721612,2.398384348,0.522561631,1.015395186,0.738545282
309SED071_8.30.12_1,int,0.83801444,1.018942696,0.789283148,0.784777515,0.759054402
310AGS_5.29.14_1,int,0.891654702,1.114415819,0.640988722,1.56102464,0.250189628
310OLD_6.15.10_1,int,0.951873062,1.080499605,1.740196654,0.587516712,0.399279277
310SSU_6.15.11_1,int,0.995627776,1.731306838,0.223352955,1.775316473,0.252534838
310SSU_8.11.11_1,int,1.023585276,0.97924363,0.451018942,0.929097042,1.734981489
312CAV_4.19.13_1,int,0.992153401,1.665799255,0.609720979,1.375779694,0.317313674
312SIV_5.3.13_1,int,0.612821095,0.722124943,0.900400259,0.363926586,0.464832591
313SAB_5.29.14_1,int,0.587645204,1.086447611,0.532610893,0.731522312,0
314WE1102_6.12.12_1,int,0.855143329,1.181561833,0.982219028,0.941925445,0.314867011
315ARH101_6.14.10_1,int,1.277099103,1.241777627,1.470503539,1.4203757,0.975739549
402BA0031_5.28.08_1,int,1.463748423,1.130177748,2.08023508,0.854708243,1.789872622
402BA0079_5.28.08_1,int,0.787933188,1.040702448,0.728835958,0.97016382,0.412030526
402BA0143_5.21.08_1,int,0.884660393,0.598539766,0.637497927,0.940198544,1.362405336
402BA0335_5.27.08_1,int,0.754603449,0.752592501,0.568149094,1.254154224,0.443517977
402BA0335_5.27.08_2,int,0.603381057,0.346827034,0.837872463,0.652087999,0.576736734
403BA0027_5.20.08_1,int,1.364625086,2.598782685,0.553915328,1.522944331,0.782857999
403BA0027_6.18.14_1,int,0.76610719,1.033072872,0.749150106,0.801900171,0.48030561
403BA0136_5.13.08_1,int,1.145267392,1.949993659,1.449191893,1.181884017,0
403BA0136_6.17.14_1,int,0.690240129,1.263441337,0.718176397,0.532169895,0.247172886
403BA0191_5.14.08_1,int,0.33871985,0,0.649119525,0.705759876,0
403FCA022_5.29.13_1,int,0.59212827,0.965729054,0.940422474,0.462361551,0
403M01505_6.29.15_1,int,1.236991216,1.949993659,1.096428077,1.901543128,0
403M01506_6.17.15_1,int,0.982760283,1.470503539,1.587547825,0.872989769,0
403M05757_6.29.15_1,int,1.246122566,2.661477235,0.89341182,1.42960121,0
403M05771_4.30.15_1,int,0.724462807,1.221872048,0.631426518,1.044552664,0
403PRCAGH_6.2.11_1,int,0.976802224,1.498697136,0.574679544,1.609524275,0.224307942
403S00640_6.11.09_1,int,0.784574198,1.223268321,0.815227261,0.538651955,0.561149254
403S00640_6.11.09_2,int,0.853776265,1.955605699,0.532610893,0.525422828,0.40146564
403S00772_5.20.09_1,int,1.014404405,0.794835065,0.356450454,1.078072038,1.828260064
403S00831_6.10.10_1,int,1.061441853,1.829672349,0.362297973,1.393876624,0.659920468
403S01136_6.13.11_1,int,0.642720397,1.153576873,0.655726275,0.761578441,0
403S01163_6.8.09_1,int,0.799475038,1.731306838,0.223352955,0.738170682,0.505069677
403S01195_6.10.09_1,int,1.241780312,1.085107806,0.676528412,1.470503539,1.734981489
403S01272_6.9.09_1,int,0.39000346,1.198206482,0,0.361807356,0
403S01707_6.7.10_1,int,1.353422029,1.453085675,1.04011754,0.97049124,1.949993659
403S01728_7.13.11_1,int,0.824050422,1.827788333,0.203645341,0.804263306,0.460504705
403S02363_6.16.11_1,int,0.884806118,1.121981845,0.620784498,1.000446022,0.796012107
403S02764_6.14.11_1,int,0.91318331,1.719832863,0.704184793,1.137096847,0.091618737
403S04600_6.8.10_1,int,0.623970827,0.920425589,1.160131103,0.415326615,0
403S05291_6.7.10_1,int,1.422584286,2.353969823,0.43274635,1.598857641,1.304763332
403S06139_6.27.12_1,int,1.295635595,1.173327953,0.526188765,1.121523078,2.361502583
403S06283_6.13.12_1,int,1.099807784,1.773968038,0.595203813,1.681580875,0.34847841
403S06660_6.14.12_1,int,0.639530007,0.755187896,0.729759887,0.570853155,0.502319091
403S06660_6.14.12_2,int,0.777540904,1.392489191,0.292560913,0.98406675,0.44104676
403S06904_6.9.10_1,int,0.605245385,0.97924363,0.676528412,0.186882333,0.578327163
403S07024_6.13.12_1,int,0.838906415,1.114415819,0.961483083,1.279726759,0
403S07227_6.27.12_1,int,1.175470151,1.232148672,1.190660868,1.049711185,1.22935988
403S15608_6.8.10_1,int,0.591487482,1.238931486,0.485890639,0.641127801,0
403S16332_6.26.13_1,int,1.14563426,0.873379454,1.127547354,0.846628741,1.734981489
403S16493_6.24.13_1,int,1.078206456,1.535531474,0.537603444,2.029854443,0.209836462
403S16978_6.26.13_1,int,0.974354797,1.232148672,1.058365216,0.696268353,0.910636948
403S18093_6.24.13_1,int,1.191963256,2.245325062,0.443842411,1.075021452,1.003664101
403S18093_6.24.13_2,int,1.12767541,0.972627119,0.552498203,1.037336687,1.948239631
404ARRSEQ_6.6.12_1,int,1.098374044,1.867714317,0.812961306,1.554163716,0.158656837
404BA0104_6.18.08_1,int,0.994302171,0.834804604,1.75368655,0.905868172,0.482849358
404BA0526_6.4.08_1,int,1.04917657,1.883175859,0.769326845,0.891821911,0.652381666
404BA0616_6.3.08_1,int,0.352860328,0.764800812,0.283332412,0,0.36330809
404BA0852_6.3.08_1,int,0.803072319,1.379752919,0.23146815,1.4203757,0.180692509
404BA0964_6.4.08_1,int,1.132311798,1.009878716,0.887159078,0.800222127,1.831987272
404BA1128_6.19.08_1,int,0.528673137,1.171243522,0.337753249,0.223813827,0.381881951
404BA1128_6.3.14_1,int,0.26848459,0.686560319,0.216665962,0.170712078,0
404BA1144_6.10.08_1,int,1.316606097,1.618073877,0.30301285,2.517437437,0.827900223
404BA1166_6.10.08_1,int,0.664779114,0.553804457,0.973013183,0.462540029,0.669758788
404BA1166_6.4.09_1,int,0.80706803,1.883175859,0.384663422,0.742972283,0.217460555
404S01128_6.23.10_1,int,0.369611083,0.864557439,0.613886893,0,0
404S06456_5.14.09_1,int,0.674300103,1.432820339,0.213662907,0.717130996,0.333586171
404S08846_6.22.10_1,int,0.836825585,1.130177748,0.52005877,0.62314225,1.073923573
404S11406_5.11.09_1,int,0.506818979,1.46887717,0,0.558398745,0
404S16168_6.23.10_1,int,0.906788075,0.825259374,1.004542188,0.509258419,1.288092318
404S17266_5.19.09_1,int,0.618241346,1.360042163,0.476163051,0.636760173,0
404S23297_6.19.13_1,int,0.859251143,1.341672999,0.793773912,0.755175492,0.546382169
404S25298_6.20.12_1,int,0.688235078,1.635389561,0.364417979,0.54711751,0.206015263
404S32468_6.26.12_1,int,0.85921337,0.967480944,0.35079251,0.544244971,1.574335055
404S34230_6.19.13_1,int,1.010298988,1.907305505,0.980335692,1.026007101,0.127547653
404S35418_6.25.12_1,int,0.439345474,1.005798398,0.335148985,0.185739818,0.230694693
404S35418_6.25.12_2,int,0.881492844,1.883175859,0.384663422,1.040671538,0.217460555
404S45622_6.3.13_1,int,0.599509263,0.97924363,0.902037883,0.516755537,0
404S45622_6.3.13_2,int,0.92625442,1.562781367,0.510174697,1.233800574,0.39826104
404S45745_6.18.13_1,int,1.169018099,1.047607684,1.239592137,0.824572943,1.564299634
404S48200_6.18.13_1,int,1.188775687,2.045518605,0.358134911,1.271645098,1.079804136
405BH2Axx_6.16.10_1,int,0.669206659,0.741049234,0.789283148,0.640457989,0.506036268
405BH2Axx_6.16.10_2,int,0.980651222,1.51772821,0.555523559,1.704799113,0.144554007
405BH2Axx_6.16.10_3,int,0.636350724,1.162239528,0.641774652,0.741388714,0
405BH3Axx_6.17.10_1,int,1.230041097,2.25981103,0.69239416,1.576530197,0.391428999
405BH3Axx_6.17.10_2,int,1.398875776,0.972627119,1.381245508,1.470503539,1.771126937
405BH3Axx_6.17.10_3,int,1.157182443,1.58265776,0.490167846,2.173261206,0.38264296
405BH3Cxx_6.17.10_1,int,0.875536541,1.300601376,1.256808694,0.512183545,0.43255255
405CE0280_7.6.15_1,int,1.034664863,2.661477235,0.314724618,1.162457597,0
405PS0030_5.21.08_1,int,0.829659466,0.43227872,0.920830339,0.784777515,1.180751291
405PS0030_7.8.15_1,int,1.154284685,1.949993659,0.900849015,1.766296067,0
405PS0036_5.28.08_1,int,0.851238489,1.157954774,1.459519774,0.787479406,0
405PS0036_5.28.08_2,int,1.239003278,2.179103494,0.791307612,1.538254578,0.447347428
408BA0268_5.6.08_1,int,0.362152302,0.881848588,0,0,0.56676062
408BA0660_5.6.08_1,int,0.224436275,0.484381344,0.354589506,0.058774252,0
408BA0660_6.4.14_1,int,0.163022,0,0,0.652087999,0
412BH1Axx_6.15.10_1,int,0.724103538,2.071493444,0.230798053,0.594122656,0
412BH1Axx_6.15.10_2,int,0,0,0,0,0
412BH1Axx_6.15.10_3,int,0.677312556,1.498697136,0.862019316,0.348533772,0
412BH4Axx_6.18.10_1,int,0.625253261,1.289291799,0.655726275,0.104635787,0.451359183
412WE0552_8.26.15_1,int,1.379854833,2.661477235,1.221872048,1.636070048,0
481S05856_6.13.13_1,int,0.821276021,0.897809648,0.849997236,0.81068102,0.726616179
504PS0051_7.1.08_1,int,1.274628751,1.596571234,0.357122288,2.308473297,0.836348185
504PS0083_6.17.09_1,int,0.768266266,1.248577321,1.508170433,0.316317309,0
504PS0147_6.23.08_1,int,1.110650221,1.842237253,0.301040939,1.448390083,0.850932608
504PS0574_6.6.13_1,int,1.295541588,1.200774221,1.023144821,1.121523078,1.836724231
505PS0156_8.13.08_1,int,1.098306094,1.596571234,0.952326101,1.472616735,0.371710304
505PS0156_8.13.08_2,int,1.114186384,1.283260024,2.010893911,0.931896907,0.230694693
505PS0940_9.26.11_1,int,1.387876936,2.549177077,0.506629873,1.922877866,0.572822926
505PS1180_8.21.13_1,int,0.807358627,1.148626312,0.631426518,1.044552664,0.404829014
505PS1180_8.7.13_1,int,0.966128329,1.793678794,0.555523559,1.298479951,0.216831011
506PS0003_7.2.08_1,int,0.875676044,1.11480118,1.615896893,0.772006103,0
506PS0003_7.28.09_1,int,1.010512595,1.694858273,1.038591241,1.308600867,0
506PS0003_7.29.08_1,int,0.859841763,0.926311542,0.789283148,1.217736096,0.506036268
506PS0003_9.14.10_1,int,1.071881789,1.839670558,0.462936299,1.623535281,0.361385018
507BCSFBM_8.5.08_1,int,1.216328973,1.333707593,1.37106403,1.216793251,0.943751019
507BTC269_8.12.14_1,int,1.075930975,1.955605699,0,1.14372128,1.204396921
507DCABSF_10.22.14_1,int,1.019637583,1.137225555,1.019996683,0.831403824,1.089924269
507DCBLLB_10.22.14_1,int,1.274150849,1.826143569,0.857793731,1.743040916,0.669625181
507PS0122_6.29.09_1,int,0.85283256,1.06525446,0.478784265,0.878599972,0.988691543
507PS0142_8.4.10_1,int,1.512594901,2.527420231,0.546626969,1.534225566,1.44210684
507PS0314_9.8.11_1,int,0.727164111,1.117962206,0.762066487,1.02862775,0
507RCBLPF_10.21.14_1,int,1.107968155,1.773968038,0.744004767,1.681580875,0.23231894
508PS0042_7.2.08_1,int,0.958848598,0.898597314,1.37106403,0.779273866,0.786459182
508PS0298_7.20.11_1,int,0.999747245,2.129437317,0.532610893,0.855182002,0.481758769
508PS0298_7.20.11_2,int,0.992594755,1.057420252,0.679997789,0.707067001,1.525893977
508PS0458_7.1.13_1,int,1.374700681,1.904059028,0.833285338,2.371162539,0.39029582
509BCCBPW_5.21.09_1,int,0.936603562,1.365631445,1.413909781,0.966873021,0
509BCCBPW_6.10.09_1,int,1.330129296,1.98779674,0.512884563,1.949993659,0.869842221
509BCCBPW_7.9.09_1,int,1.376300096,1.055564315,0.770927726,1.372124427,2.306583918
509BCCBPW_8.10.09_1,int,1.233645089,1.793678794,1.111047118,2.029854443,0
509BCCBPW_9.10.09_1,int,0.950948934,1.144529211,1.340595941,0.857281198,0.461389387
509DCPWxx_8.21.08_1,int,1.347666883,2.146820479,0.830872993,1.630116062,0.782857999
509DRCBPC_8.29.11_1,int,0.579356188,0.778101695,0.552498203,0.986824853,0
509PS0049_8.26.10_1,int,1.299629594,1.946069415,0.373112838,2.102628024,0.776708099
509PS0049_9.13.10_1,int,1.240495901,1.333707593,1.645276836,0.850497952,1.132501223
513PS0024_6.25.08_1,int,0.707598577,0.830812879,0.407290683,1.592290745,0
513PS0088_8.17.09_1,int,0.621474832,0.991698239,0.649997886,0.844203203,0
513PS0088_8.17.09_2,int,1.238472946,1.456405859,0.925872598,2.571613325,0
513PS0248_7.27.11_1,int,1.222386859,1.408456124,0.735692894,0.795404757,1.949993659
514DNCLDC_10.12.10_1,int,1.515016336,2.160113485,0.610936024,1.907501721,1.381514116
514PCAPCR_10.29.14_1,int,1.36128311,0.972627119,0.345311377,1.470503539,2.656690406
514PS0019_8.13.08_1,int,1.219100148,1.379752919,0.694404449,2.151750191,0.650493033
514PS0099_7.18.12_1,int,1.351939638,1.396435162,1.587547825,0.784629061,1.639146506
515PS0430_7.7.11_1,int,0.988426736,2.003014322,0.503559389,1.162457597,0.284675636
515PS0430_7.7.11_2,int,0.769557087,0.864557439,0.552498203,1.18887219,0.472300517
516PS0287_9.21.11_1,int,1.10771934,1.818765211,0.631276772,1.586597175,0.394238202
516PS0324_6.28.12_1,int,0.75372302,1.203985274,0.646358757,0.867940585,0.296607463
516PS0324_6.28.12_2,int,1.076712758,2.366693984,0.467833892,1.366531533,0.105791621
516PS0324_7.31.12_1,int,0.81743307,0.837198027,0.559491852,1.155623894,0.717418506
516PS0516_8.6.13_1,int,1.140397418,1.641430196,0.862019316,1.609524275,0.448615885
517FCA139_6.18.14_1,int,1.10503248,1.460029932,0.729759887,1.058262221,1.172077878
517PLC130_7.28.13_1,int,0.994104196,2.372801582,0.830872993,0.772742209,0
517PS0030_7.22.09_1,int,0.669620639,0.825259374,0.669694792,0.754164283,0.429364106
517PS0039_7.1.09_1,int,1.415472752,1.773968038,1.190407626,2.465196402,0.23231894
517PS0061_9.8.10_1,int,1.223037481,1.371543269,0.914042687,1.033645601,1.572918365
517PS0132_7.1.09_1,int,1.421338699,2.230076675,1.093253938,1.949993659,0.412030526
517SMC266_8.19.14_1,int,1.041759138,0.518734463,0,0.986824853,2.661477235
518FRE265_7.14.14_1,int,0.808256504,0.714962876,0,1.453619995,1.064443144
518FRE277_8.18.14_1,int,0.805537298,0.834804604,0,0.43735093,1.949993659
518FRM117_6.17.13_1,int,1.264515502,2.34395293,1.031225345,1.183187139,0.499696595
518FRM117_7.29.13_1,int,0.994328494,0.818004346,1.019996683,0.831403824,1.307909123
518JSC273_8.19.14_1,int,0.811008652,1.432820339,0,1.56102464,0.250189628
518LCC233_7.15.14_1,int,0.830624775,0.794051366,0,0.578454076,1.949993659
518PS0001_7.28.08_1,int,1.136508015,2.273590366,1.013259747,0.877299996,0.381881951
518PS0001_8.19.08_1,int,1.239506379,1.154717128,1.362324337,1.470503539,0.970480513
518PS0017_8.19.08_1,int,1.079207625,1.622141945,1.126061268,1.568627286,0
518PS0029_6.30.09_1,int,1.215013767,1.387308135,1.675744926,0.931896907,0.865105101
518PS0029_7.22.09_1,int,1.290848331,2.230076675,0.911044948,1.816256439,0.206015263
518PS0045_7.21.09_1,int,0.960961251,0.802803336,1.05237753,1.313949114,0.674715024
518PS0089_9.25.12_1,int,1.357462657,1.904059028,1.333256542,1.932337844,0.260197213
518PS0125_6.18.13_1,int,0.886839104,1.072996135,1.178258151,0.80948051,0.486621619
518RCC169_7.29.13_1,int,1.325607641,2.129437317,0.74565525,1.102501383,1.324836614
518WLCBCP_9.25.12_1,int,1.098069202,1.220551679,1.137496301,1.200757328,0.8334715
519PS0198_7.15.09_1,int,1.037424435,1.174654512,0.900849015,1.370958504,0.703235711
519PS0198_7.15.09_2,int,1.023855307,0.910420963,0.942606521,0.512183545,1.730210201
519PS0278_7.7.10_1,int,0.81722906,1.82040333,0.153865369,0.772742209,0.521905333
519PS0278_8.5.10_1,int,0.447937481,0.756487759,0.460415169,0.279659172,0.295187823
520PS0135_7.29.09_1,int,1.18357571,1.58265776,0.490167846,2.661477235,0
520PS0135_7.29.09_2,int,0.726644639,1.248577321,0.754085217,0.903916017,0
520PS0199_8.23.10_1,int,1.230915632,2.619326422,0.377669542,1.357315291,0.569351272
520PS0199_8.23.10_2,int,1.036874597,1.123924671,0.552498203,1.054173965,1.41690155
520PS0455_6.5.13_1,int,1.170702858,1.929315522,0.847408819,1.575327922,0.330759169
520PS0455_6.5.13_2,int,1.036131794,1.43831211,1.774318157,0.931896907,0
520PS0455_7.22.13_1,int,1.18272063,2.269072551,0.794550676,1.282247163,0.385012131
521BTCLBC_8.7.08_1,int,0.958598363,0.991698239,0.649997886,1.359225828,0.8334715
521LCCBSR_7.6.10_1,int,1.221227078,1.149794099,1.388808897,1.623535281,0.722770036
521PS0663_6.16.14_1,int,1.142916097,1.349098377,1.278110537,1.064687576,0.879767899
522PS0430_9.20.12_1,int,1.100279593,2.031847637,0.607363299,1.48722042,0.274687017
522PS0643_9.4.13_1,int,1.048811101,0.841805928,0.775436075,0.837947867,1.740054535
523PS0222_9.9.10_1,int,1.188007451,1.609711738,0.23146815,1.826694862,1.084155054
523PS0414_8.6.12_1,int,0.67992531,1.003321062,0.807948446,0.35229274,0.556138993
524PS0202_9.20.12_1,int,1.012260519,1.968774761,0.524541031,1.081266891,0.474459393
524PS0202_9.20.12_2,int,0.990867812,0.897809648,1.019996683,0.955740647,1.089924269
524PS0394_7.19.12_1,int,1.22841859,1.889661606,0.905744933,1.976856291,0.141411529
526ASC237_8.20.14_1,int,0.874369534,1.276954078,0,0.270530397,1.949993659
526ESCAMC_8.19.14_1,int,0.820381835,1.842237253,0,1.098917044,0.340373043
526ESCAMC_8.20.12_1,int,0.973776796,1.030818485,1.949993659,0.914295039,0
526HTC129_6.24.13_1,int,1.035313365,1.456405859,0.925872598,1.758975001,0
526PS0220_8.25.08_1,int,1.095295145,1.248577321,1.885213042,0.987858689,0.25953153
526PS0220_8.25.08_2,int,1.183084849,2.179103494,0.791307612,1.538254578,0.223673714
526PS0228_8.28.08_1,int,0.810938529,1.11157385,0.986603935,1.145576332,0
526PS0344_9.2.09_1,int,1.393717109,1.938224338,0.793605084,1.913763253,0.929275761
526PS0356_8.11.09_1,int,0.963254401,1.253694441,0.494482109,0.913548782,1.19129227
526PS0440_9.2.09_1,int,1.30338131,2.579132154,0.451561409,1.33189907,0.850932608
526PS0504_9.2.09_1,int,1.27688314,1.190971982,1.578566295,1.470503539,0.867490745
526PS0504_9.2.09_2,int,1.596861458,1.872521818,1.388808897,2.661477235,0.46463788
526PS0764_8.25.10_1,int,1.241506234,1.248577321,1.508170433,0.652087999,1.557189181
526PS0808_8.2.10_1,int,1.070616964,2.160113485,0.950344926,1.172009444,0
526PS0948_7.12.11_1,int,0.836420719,1.114824066,1.357013131,0.62526646,0.248579219
526PS0948_7.12.11_2,int,1.009077402,1.773968038,0.595203813,1.550978287,0.11615947
526PS1036_7.13.11_1,int,0.877792597,1.44066614,1.160131103,0.910373145,0
526PSCBBL_8.27.08_1,int,1.140652931,1.856273346,0.791307612,1.691357052,0.223673714
526PSCBBL_9.23.08_1,int,0.83199309,0.926311542,1.183924722,1.217736096,0
527PS0388_9.2.09_1,int,1.422196957,1.717352037,0.886473764,2.392948162,0.692013865
527PS0388_9.2.09_2,int,1.337490001,1.186148455,2.111438607,1.221872048,0.830500897
527PS1412_6.25.13_1,int,1.207984481,2.535044425,1.221872048,1.075021452,0
