,Type,Score,prop.spp.Salinity.BF,prop.spp.HighMotility,prop.ind.most.tol,prop.spp.BCG3
SMC02680_6.3.14_1,str,0.695487515,0.874066495,0.531246572,NA,0.681149479
SMC02718_6.30.14_1,str,0.719678128,1.439356257,NA,NA,0
SMC02749_6.27.11_1,str,0.581846323,NA,0.535443447,0.901937182,0.308158342
SMC02804_6.20.11_1,str,0.22598546,0,0.209106097,0.468850285,NA
SMC02884_5.27.14_1,str,0.859052643,1.137801672,1.439356257,NA,0
SMC02884_5.27.14_2,str,0.718776432,1.437552864,NA,NA,0
SMC02884_6.23.10_1,str,0.42603764,NA,0.70892933,0.393093108,0.176090481
SMC02902_8.2.11_1,str,0.128463847,0,0,0.38539154,NA
SMC02905_7.9.13_1,str,0.246647487,0.001021808,0.464799522,NA,0.274121132
SMC02936_6.18.13_1,str,0.182624128,0.446231194,NA,0,0.101641191
SMC02947_7.12.11_1,str,0.174983294,NA,0.231843151,0.100507766,0.192598964
SMC02984_6.23.10_1,str,0.412972974,0.538688943,0.260788966,0.439441013,NA
SMC02996_6.11.14_1,str,0.287750625,0.259006369,0,NA,0.604245505
SMC03011_6.13.13_1,str,0.401699945,0.449102927,NA,0.534234309,0.221762598
SMC03133_6.2.10_1,str,0.445079405,NA,0.940243841,0.189555479,0.205438895
SMC03222_7.11.12_1,str,0.499084929,0.943596226,0.55365856,0,NA
SMC03268_5.27.14_1,str,0.230070043,0,0.240651473,NA,0.449558656
SMC03268_5.28.09_1,str,0.464992559,0.668375006,NA,0.5982138,0.128388873
SMC03304_6.29.11_1,str,0.170009733,NA,0.165843087,0.210204224,0.133981888
SMC03523_6.11.13_1,str,0.188491269,0.136899536,0.230492112,0.198082161,NA
SMC03523_6.11.13_2,str,0.268759141,0.273639889,0.131245877,NA,0.401391657
SMC03687_6.2.10_1,str,0.517029851,0.888036479,NA,0.406275328,0.256777745
SMC03737_7.6.12_1,str,0.523297545,NA,1.013843912,0.275904776,0.280143948
SMC03929_7.5.12_1,str,0.297567172,0.410432628,0.204104529,0.27816436,NA
SMC03971_7.11.11_1,str,0.859584669,1.139397749,1.439356257,NA,0
SMC03988_6.29.11_1,str,0.452237613,0.775410135,NA,0.487480066,0.093822638
SMC04008_6.19.12_1,str,0.511262222,NA,0.633153887,0.156802297,0.743830481
SMC04054_5.27.09_1,str,0.508202449,0.545619096,0.310995182,0.667993068,NA
SMC04121_7.9.12_1,str,0.337825782,0.531383081,0.107462052,NA,0.374632213
SMC04132_6.11.12_1,str,0.185987522,0.441801206,NA,0,0.116161361
SMC04132_6.11.12_2,str,0.133503327,NA,0.400509982,0,0
SMC04294_7.11.13_1,str,0.372695978,0.270556856,0.03602858,0.811502499,NA
SMC04308_6.17.09_1,str,0.604830897,0.791328729,0.773409155,NA,0.249754809
SMC04441_7.19.13_1,str,0.468173325,0.004581091,NA,1.020478437,0.379460446
SMC04532_7.11.12_1,str,0.261591911,NA,0.504304955,0.043425899,0.237044879
SMC04749_6.23.09_1,str,0.438667705,0.666053631,0,0.649949485,NA
SMC04756_5.21.14_1,str,0.311633652,0.085134018,0.32944442,NA,0.520322518
SMC04756_7.7.10_1,str,0.226253901,0.225023551,NA,0.291112245,0.162625905
SMC04806_7.11.13_1,str,0.477551133,NA,0.778323683,0.284539706,0.369790011
SMC04932_7.12.10_1,str,0.24705508,0,0.355773699,0.38539154,NA
SMC04934_7.12.13_1,str,0.294918312,0.006755991,0.355256323,NA,0.522742623
SMC05017_7.19.13_1,str,0.71698345,1.433966899,NA,NA,0
SMC05109_5.7.14_1,str,0.516470266,NA,0.202078416,0.440984315,0.906348065
SMC05109_5.7.14_2,str,0.30171273,0.268016738,0.114354169,0.522767283,NA
SMC05109_6.23.09_1,str,0.499471808,0.614015086,0.884400338,NA,0
SMC05165_6.22.11_1,str,0.369793789,0.11236357,NA,0.492316712,0.504701085
SMC05165_7.12.11_2,str,0.524424062,NA,0.25058391,0.523759241,0.798929035
SMC05230_7.2.12_1,str,1.444621189,1.749844629,1.139397749,NA,NA
SMC05332_6.11.12_1,str,0.333709552,0.177729107,0.373840893,NA,0.449558656
SMC05379_6.15.12_1,str,0.267420627,0.673873009,NA,0,0.128388873
SMC05423_6.10.10_1,str,0.874922315,NA,1.749844629,NA,0
SMC05524_6.30.11_1,str,0.289353417,0.144164575,0.315702015,0.408193661,NA
SMC05567_6.12.13_1,str,0.544992326,0.268375508,0.523678991,NA,0.84292248
SMC05694_6.26.14_1,str,0.71918726,1.438374521,NA,NA,0
SMC05702_6.7.10_1,str,0.548048859,NA,0.815689873,0.591411824,0.237044879
SMC05764_6.19.12_1,str,0.314187463,0.942562389,0,0,NA
SMC05956_6.19.12_1,str,0.372175879,0.262930798,0.576091495,NA,0.277505343
SMC06019_6.17.10_1,str,0.463575567,0.774362645,NA,0.291112245,0.325251811
SMC06036_6.11.12_1,str,0.309542521,NA,0.700362126,0,0.228265439
SMC06079_6.26.13_1,str,0.772833624,1.203496877,0.503163803,0.611840193,NA
SMC06079_6.26.13_2,str,0.899933025,0.61149271,0.655889078,NA,1.432417286
SMC06302_6.28.12_1,str,0.065260228,0.10543296,NA,0,0.090347725
SMC06356_6.10.13_1,str,0.333135281,NA,0.400509982,0.131989281,0.466906579
SMC06458_6.6.10_1,str,0.674859837,0.931797324,0.566392021,0.526390164,NA
SMC06612_6.6.13_1,str,0.343083896,0.086992096,0.421937073,NA,0.520322518
SMC06653_7.1.10_1,str,0.263599036,0,NA,0.5982138,0.192583309
SMC06653_7.1.10_2,str,0.491467588,NA,0.70892933,0.325247232,0.440226203
SMC06714_6.6.10_1,str,0.662440608,0.942450243,0.480441162,0.564430418,NA
SMC06740_6.10.13_1,str,0.60165854,0.611515325,0.682598186,NA,0.510862109
SMC06918_7.16.12_1,str,0.421744696,0,NA,0.777356373,0.487877716
SMC07085_6.21.11_1,str,0.064199655,NA,0,0,0.192598964
SMC07126_7.12.12_1,str,0.283913254,0,0.198031196,0.653708565,NA
SMC07828_6.6.13_1,str,0.512302478,0.433683741,0.670955754,NA,0.432267938
SMC08068_6.10.13_1,str,0.21741743,0.328363087,NA,0.005708083,0.318181119
SMC08094_6.28.12_1,str,0.366531799,NA,0.353981201,0.320568206,0.425045989
SMC08150_6.3.10_1,str,0.466278,0.538856968,0.420536018,0.439441013,NA
SMC08150_7.8.14_1,str,0.22600963,0,0.221160338,NA,0.456868553
SMC08414_6.28.12_1,str,0.472350866,0.88165144,NA,0.186917075,0.348484083
SMC08426_6.8.10_1,str,0.378687789,NA,0.367599381,0.618142845,0.150321143
SMC08845_6.22.09_1,str,0.675838087,1.07730547,0.260788966,0.689419824,NA
SMC09091_6.27.13_1,str,0.118230698,0,0.127642268,NA,0.227049826
SMC09118_5.22.13_1,str,0.550911931,0.886178762,NA,0.534234309,0.232322722
SMC09174_7.13.12_1,str,0.393184872,NA,0.296715009,0.408749849,0.474089757
SMC09286_6.9.10_1,str,0.625108435,0.800232336,0.235685858,0.83940711,NA
SMC09698_4.21.15_1,str,0.856877523,1.131276311,1.439356257,NA,0
SMC09698_6.9.10_1,str,0.921895884,1.216062426,NA,0.838136889,0.711488336
SMC10189_6.24.10_1,str,0.549530084,NA,0.791106854,0.452011896,0.405471503
SMC10198_7.13.12_1,str,0.53719259,1.071522321,0.386304507,0.153750943,NA
SMC10685_7.1.10_1,str,0.490993243,0.087281183,0.902302142,NA,0.483396404
SMC11181_6.21.11_1,str,0.735156349,1.213338883,NA,0.382283019,0.609847145
SMC11581_5.13.15_1,str,0.874922315,NA,1.749844629,NA,0
SMC11581_6.29.09_1,str,0.864997272,1.072907576,0.645180309,0.876903932,NA
SMC11581_6.29.09_2,str,0.483908076,0.780768472,0.670955754,NA,0
SMC12246_7.23.13_1,str,0.562589101,0.765634081,NA,0.589489324,0.332643897
SMC12862_6.27.11_1,str,0.711506958,NA,1.075177306,0.54574633,0.513597237
SMC13062_7.23.13_1,str,0.986611875,1.332474277,0.787954236,0.83940711,NA
SMC13187_6.4.13_1,str,0.482683233,0.344826007,0.670955754,NA,0.432267938
SMC13214_5.22.13_1,str,0.440068037,0.437194006,NA,0.447405001,0.435605103
SMC13630_6.21.12_1,str,0.874922315,NA,1.749844629,NA,0
SMC14099_6.13.13_1,str,0.235855491,0.25798493,0.101041915,0.348539627,NA
SMC14211_6.4.13_1,str,0.523508816,0.692142167,0.715500711,NA,0.162883571
SMC14218_7.11.12_1,str,0.612111143,0.656859081,NA,0.677247288,0.50222706
SMC15677_6.29.09_1,str,0.628055018,NA,0.593272074,0.630553676,0.660339305
SMC16045_6.28.12_1,str,0.483009106,0.799761963,0.300725729,0.348539627,NA
SMC16266_8.1.11_1,str,0.741180643,0.962441132,0.012326752,NA,1.248774044
SMC16832_6.18.10_1,str,0.558031923,0.878206687,NA,0.447405001,0.348484083
SMC16832_6.18.10_2,str,0.426274209,NA,0.815689873,0.226087874,0.237044879
SMC17432_6.23.14_1,str,0.465174213,0.930108162,0.150962868,0.314451607,NA
SMC17918_7.25.13_1,str,0.856454611,1.130007576,1.439356257,NA,0
SMC18046_6.24.13_1,str,0.882025091,1.102520658,NA,0.916283267,0.627271349
SMC18169_6.20.11_1,str,0.684661943,NA,0.737843644,0.54574633,0.770395856
SMC19228_7.16.12_1,str,0.431120715,0.671297486,0.445759236,0.176305422,NA
SMC19552_7.15.13_1,str,0.512909827,0.17365807,0.963679755,NA,0.401391657
SMC19669_6.12.13_1,str,0.597015821,0.434846797,NA,0.929307663,0.426893001
SMC19697_6.24.13_1,str,0.773537566,NA,1.154549932,0.440984315,0.725078452
SMC20032_6.18.10_1,str,0.610532216,0.931770864,0.519203314,0.380622469,NA
SMC20497_7.16.13_1,str,0.645040314,0.605863648,0.55795568,NA,0.771301615
SMC21069_6.11.13_1,str,0.499431378,0,NA,0.990088179,0.508205954
SMC21371_6.20.11_1,str,0.417709769,NA,0.130643052,0.506169569,0.616316685
SMC21822_6.21.10_1,str,1.440050044,1.740702339,1.139397749,NA,NA
SMC21921_6.13.13_1,str,0.417125488,0.347103459,0.369084128,NA,0.535188876
SMC21921_6.13.13_2,str,0.292889514,0.440702905,NA,0.145239007,0.29272663
SMC22521_6.13.13_1,str,0.314030276,NA,0.461843375,0.060031533,0.420215921
SMC23495_7.16.13_1,str,0.462047739,0.138624222,0.370615064,0.876903932,NA
SMC24222_6.21.10_1,str,0.859584669,1.139397749,1.439356257,NA,0
SMC24921_6.28.12_1,str,0.57354443,0.88127121,NA,0.473453793,0.365908287
SMC26909_5.31.10_1,str,0.446301707,NA,0.400509982,0.664476614,0.273918526
SMC27709_5.31.10_1,str,0.443142581,0.396866326,0.026493291,0.906068127,NA
SMC32897_6.21.10_1,str,0.177942573,0.173525032,0.082797345,NA,0.277505343
SMC33179_6.11.13_1,str,0.926992996,1.100718979,NA,1.106286225,0.573973783
SMC37632_7.31.13_1,str,0.252928606,NA,0.51784343,0.106960499,0.133981888
SMC40887_6.12.13_1,str,0.406080408,0.267362808,0.420536018,0.530342398,NA
SMCR8_327_6.28.09_1,str,1.37713277,1.131074498,1.439356257,NA,1.560967555
SMCR8_572_6.30.09_1,str,0.544795723,1.099336066,NA,0.291112245,0.243938858
SMCR8_601_6.24.09_1,str,0.46238152,NA,0.504304955,0.408749849,0.474089757
SMCR8_605_7.1.09_1,str,1.118682909,1.59970594,0.888366668,0.867976117,NA
SMCR8_688_7.1.09_1,str,0.994955057,1.042503096,1.161878298,NA,0.780483778
SMCR8_688_7.1.09_2,str,1.041414949,1.322048133,NA,1.293990759,0.508205954
SWSW1_6.12.08_1,str,0.413871866,NA,0.327572974,0.497612431,0.416430192
TC-DO_6.5.14_1,str,0.333233333,0.26379165,0.002374618,0.733533732,NA
VRSA1_6.18.07_1,str,0.890139272,0.866794721,1.023139318,NA,0.780483778
